car_park_no,address,car_park_type,type_of_parking_system,night_parking,Latitude,Longitude,,,,,
EI1,BLK 1001-1085 EUNOS INDUSTRIAL ESTATE,SURFACE CAR PARKS,COUPON PARKING,NO,1.323432922,103.8968506,,,,,
EI3,BLK 410 TO 417 EUNOS ROAD 5,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.318846464,103.8983765,,,,,
EPL,BLK 1/7 EVERTON PARK,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.277163506,103.8399124,,,,,
EPM,BLK 6A EVERTON ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.27618444,103.8389053,,,,,
FR2C,BLK 3/4 QUEEN'S ROAD,COVERED CAR PARK,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.318278432,103.8077164,,,,,
FR2S,BLK 2/3/4 QUEEN'S ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.317920685,103.8071823,,,,,
FR3M,BLK 8A EMPRESS ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.316694856,103.8062134,,,,,
FR4M,BLK 6A FARRER ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.316875696,103.8075333,,,,,
FRM,BLK 808 FRENCH ROAD MSCP,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.308758616,103.8613663,,,,,
GBM,BLK 60A GEYLANG BAHRU,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.322772384,103.8686371,,,,,
GE1A,BLK 99-106/111-112 ALJUNIED CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.319887519,103.8834381,,,,,
GE1B,BLK 114-117 ALJUNIED AVENUE 2,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.321205497,103.8869934,,,,,
GE1C,BLK 119 ALJUNIED CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.319758773,103.8862991,,,,,
GE1D,BLK 1005-1012 ALJUNIED CRESCENT,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.321853995,103.8891602,,,,,
GE1E,BLK 109-110 ALJUNIED CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.31972146,103.8844299,,,,,
GE1F,BLK 107-108 ALJUNIED CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.319209933,103.8842392,,,,,
GE1G,BLK 95 & 113 ALJUNIED CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.320962429,103.8863068,,,,,
GE2,BLK 120 TO 123 GEYLANG EAST CENTRAL,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.31794548,103.8848419,,,,,
GE3,BLK 124 TO 128 GEYLANG EAST AVENUE 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.317500949,103.8873596,,,,,
GE5,BLK 129-134 GEYLANG EAST AVENUE 1/2,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.316549778,103.8875656,,,,,
GEM,BLK 118 ALJUNIED AVENUE 2,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.320036769,103.8876038,,,,,
GEML,BLK 118 ALJUNIED AVENUE 2,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.319937706,103.8878479,,,,,
GM1A,BLK 2A GHIM MOH ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.312613606,103.7869263,,,,,
GM1B,BLK 5A GHIM MOH ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.312921643,103.7882538,,,,,
GM1M,31A GHIM MOH LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.309354424,103.7843704,,,,,
GM2,BLK 7/8/9 GHIM MOH ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.3116014,103.7881622,,,,,
GM2A,BLK 8A GHIM MOH ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.310871005,103.787262,,,,,
GM3,BLK 19/20 GHIM MOH ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.311155915,103.7888565,,,,,
GM5,BLK 21 GHIM MOH ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.310381889,103.7885132,,,,,
GM6A,BLK 13A GHIM MOH ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.309492588,103.7887192,,,,,
GM6B,BLK 16A GHIM MOH ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.309611082,103.7876511,,,,,
GMLM,BLK 24 GHIM MOH LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.308728337,103.78582,,,,,
GSM,BLK 2 GEYLANG SERAI,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.31720674,103.8983383,,,,,
GSML,BLK 2 GEYLANG SERAI,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.317031264,103.8984909,,,,,
H11,BLK 34 JALAN BUKIT HO SWEE,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.287438273,103.8278427,,,,,
H12,BLK 1/5 DELTA AVENUE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.291993737,103.8274078,,,,,
H14,BLK 96 HAVELOCK ROAD MSCP,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.288511753,103.8324661,,,,,
H15,BLK 568 GANGES AVENUE,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.290186524,103.830925,,,,,
H17,BLK 28A BEO CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.288167834,103.827858,,,,,
H18,BLK 44A HAVELOCK ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.288989782,103.8269806,,,,,
H3,BLK 87 ZION ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.291008711,103.8325119,,,,,
H3BL,BLK 991A TO 991B,992A TO 992B BUANGKOK LINK,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.384471655,103.8822403,,,,
H3DL,BLK 998A TO 998B,999A TO 999B BUANGKOK CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.385073543,103.880127,,,,
H4,BLK 22 HAVELOCK ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.288093925,103.8293686,,,,,
H42A,BLK 644,645,652,655 HOUGANG AVENUE 8,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.372663498,103.8821793,,
H6,BLK 77/79 GANGES AVENUE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.291369677,103.8289871,,,,,
H6M,BLK 78A INDUS ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.291225314,103.8279266,,,,,
H8,BLKS 4-8 TAMAN HO SWEE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.287726998,103.830925,,,,,
H87L,BLK 950 TO 976 HOUGANG AVENUE 9 /STREET 91,SURFACE CAR PARKS,COUPON PARKING,NO,1.378496766,103.8785934,,,,,
H93L,BLK 978C TO 981D,982, 987A TO 988C BUANGKOK CRESCENT/GREEN,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.37980032,103.8807144,,,
HCM,BLK 104A HENDERSON CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.289046049,103.8215637,,,,,
HDBH,BLK 480 480 LORONG 6 TOA PAYOH,BASEMENT CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.332204461,103.84832,,,,,
HE1,BLK 102/103/104 HENDERSON CRESCENT,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.289222121,103.8223572,,,,,
HE12,BLK 78/81 REDHILL LANE,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.288210034,103.8186493,,,,,
HE14,BLK 115 BUKIT MERAH VIEW,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.285714388,103.8222504,,,,,
HE17,BLK 93/96 HENDERSON ROAD,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.286423087,103.8203888,,,,,
HE19,#NAME?,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.290540576,103.8209839,,,,,
HE22,BLK 105 HENDERSON ROAD,SURFACE CAR PARKS,COUPON PARKING,NO,1.290020823,103.8228455,,,,,
HE24,BLK 116 BUKIT MERAH VIEW,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.284668088,103.8209839,,,,,
HE3,BLK 116/117 BUKIT MERAH VIEW,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.28471899,103.8217087,,,,,
HE4,BLK 121/122 & 127 BUKIT MERAH VIEW,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.283470869,103.8227844,,,,,
HE9,BLK 118/119 BUKIT MERAH VIEW,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.28370738,103.8211975,,,,,
HG1,BLK 1,2,6,7 HOUGANG AVENUE 3,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.36216557,103.8941803,,
HG10,BLK 101-108 HOUGANG AVENUE 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.354547739,103.89048,,,,,
HG11,BLK 301-319 HOUGANG AVENUE 5,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.365959048,103.8949814,,,,,
HG12,BLK 320-324 HOUGANG AVENUE 5,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.366695166,103.8981628,,,,,
HG13,BLK 325/326 HOUGANG AVENUE 7,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.367835164,103.8985672,,,,,
HG14,BLK 327-328,332-334,358-363 HOUGANG AVENUE 5,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.369197845,103.896431,,,
HG15,BLK 208-210 HOUGANG STREET 21,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.358960867,103.8867111,,,,,
HG16,BLK 211-212 HOUGANG STREET 21,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.359726429,103.888092,,,,,
HG17,BLK 231/233/235/237 HOUGANG STREET 21,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.357675433,103.8879547,,,,,
HG18,BLK 230/232/234/236/238 HOUGANG AVENUE 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.358056307,103.8889542,,,,,
HG19,BLK 138-145 LORONG AH SOO,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.35284543,103.8838043,,,,,
HG1A,BLK 470 UPPER SERANGOON CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378663898,103.9017868,,,,,
HG1B,BLK 475 UPPER SERANGOON CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.375720859,103.9006882,,,,,
HG1C,BLK 476 UPPER SERANGOON VIEW,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.377867341,103.903862,,,,,
HG1D,BLK 376 HOUGANG STREET 32,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.363743424,103.8941116,,,,,
HG1E,BLK 377 HOUGANG STREET 32,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.362651348,103.8947144,,,,,
HG1F,BLK 229 HOUGANG STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.35811317,103.8871078,,,,,
HG2,BLK 15-18 HOUGANG AVENUE 3,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.362916231,103.8920288,,,,,
HG20,BLK 128-137 LORONG AH SOO,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.350283504,103.8864288,,,,,
HG22,BLK 154-157 HOUGANG STREET 11,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.352473497,103.8804321,,,,,
HG23,BLK 239-246 HOUGANG STREET 22,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.357512593,103.8915482,,,,,
HG24,BLK 247-254 HOUGANG AVENUE 3,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.359798074,103.8916931,,,,,
HG26,BLK 335-341 HOUGANG AVENUE 7,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.369496584,103.8988495,,,,,
HG29,BLK 351-357 HOUGANG AVENUE 7,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.372342229,103.8990784,,,,,
HG2A,BLK 473 UPPER SERANGOON CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.376372337,103.9007187,,,,,
HG2B,BLK 933 HOUGANG AVENUE 9,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.375529885,103.8824539,,,,,
HG2C,BLK 364 / 365 UPPER SERANGOON RD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37010777,103.8972244,,,,,
HG2D,BLK 581,582 AND 582A BUANGKOK GREEN,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.379407167,103.8871841,,,,
HG30,BLK 464-468 HOUGANG AVENUE 10,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.373259187,103.896965,,,,,
HG31,BLK 414-416 HOUGANG AVENUE 10,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.375415444,103.8964996,,,,,
HG32,BLK 601-608 HOUGANG AVENUE 4,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.371379018,103.8860626,,,,,
HG33,BLK 609-621 HOUGANG AVENUE 8,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.369567752,103.8843765,,,,,
HG34,BLK 622-632 HOUGANG AVENUE 8,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.369942427,103.8815002,,,,,
HG35,BLK 701-702,707-710 HOUGANG AVENUE 2,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.366489768,103.8889618,,,,
HG36,BLK 703-706,711-712 HOUGANG AVENUE 2,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.36611855,103.8876038,,,,
HG37,BLKS 501-507 HOUGANG AVENUE 8,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.373008609,103.8873672,,,,,
HG38,BLK 508-517,520-533 HOUGANG AVENUE 10,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.373393416,103.8902969,,,,
HG39,HOUGANG SPORTS COMPLEX,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.36994338,103.8859711,,,,,
HG3A,BLK 997 BUANGKOK CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.385422587,103.8807907,,,,,
HG3B,BLK 991 BUANGKOK LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.384299755,103.8816223,,,,,
HG3C,BLK 996 BUANGKOK CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.386776567,103.8820038,,,,,
HG3D,BLK 998 BUANGKOK CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.384211063,103.8796768,,,,,
HG3E,BLK 993 BUANGKOK LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.38512063,103.8836594,,,,,
HG3L,BLK 993A-993B, 994A-994C, 995A-995D, BUANGKOK CRESCENT/BUANGKOK LINK,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.386209607,103.8816071,,
HG4,BLK 19-23 HOUGANG AVENUE 3,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.364230394,103.8909836,,,,,
HG40,BLK 1 TO 32, 37 TO 38 DEFU LANE 10,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.352118731,103.8920822,,,,
HG41,BLK 633-642 & 647-648 HOUGANG AVENUE 8,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37127614,103.8793488,,,,,
HG42,BLK 643-646/649-662/665-667 HOUGANG AVENUE 8,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.374161005,103.8834152,,,,,
HG43,BLK 668-680 HOUGANG AVENUE 8,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.372113109,103.8843079,,,,,
HG44,BLK 681-684 HOUGANG AVENUE 4/8,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.373648763,103.8863297,,,,,
HG45,BLK 685-691 HOUGANG STREET 61,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.375903845,103.8861313,,,,,
HG46,BLK 692-698 HOUGANG STREET 61,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37585783,103.8869629,,,,,
HG47,BLK 805 HOUGANG CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.371184111,103.893959,,,,,
HG48,BLK 417-434 HOUGANG AVENUE 6/8/10,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37542522,103.8940964,,,,,
HG49,BLK 435-458 HOUGANG AVENUE 6/8,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378793359,103.8947601,,,,,
HG5,BLK 24/25 HOUGANG AVENUE 3,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.365355372,103.8923111,,,,,
HG50,BLK 534-545 HOUGANG AVENUE 8,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.377331853,103.8913345,,,,,
HG51,BLK 546-555 HOUGANG STREET 51,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378651023,103.8901138,,,,,
HG52,BLK 556-566 HOUGANG STREET 51,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.38028264,103.8897552,,,,,
HG53,BLK 830A HOUGANG CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.370871782,103.8907013,,,,,
HG54,BLK 220-222 HOUGANG STREET 21,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.356644392,103.8843536,,,,,
HG55,BLK 814 HOUGANG AVENUE 10,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.372683406,103.8932114,,,,,
HG56,BLK 830-835 HOUGANG CENTRAL,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.371203303,103.8901215,,,,,
HG57,DEFU LANE 7,SURFACE CAR PARKS,COUPON PARKING,NO,1.355337143,103.8969498,,,,,
HG58,DEFU LANE 8,SURFACE CAR PARKS,COUPON PARKING,NO,1.357114434,103.8967209,,,,,
HG59,DEFU LANE 9,SURFACE CAR PARKS,COUPON PARKING,NIGHT PARKING,1.350883126,103.8933182,,,,,
HG60,BLK 548A HOUGANG STREET 51,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.379004359,103.8911972,,,,,
HG61,BLK 559A HOUGANG STREET 51,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37965405,103.8891525,,,,,
HG62,BLK 566A HOUGANG STREET 51,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.38082695,103.8885574,,,,,
HG63,BLK 465A UPPER SERANGOON ROAD,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.372357607,103.8973618,,,,,
HG64,BLK 682-684 HOUGANG STREET 61,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.374341249,103.8862991,,,,,
HG65,DEFU LANE 11,SURFACE CAR PARKS,COUPON PARKING,NO,1.342306495,103.8928299,,,,,
HG66,DEFU LANE 12,SURFACE CAR PARKS,COUPON PARKING,NO,1.340586782,103.8954391,,,,,
HG67,BLK 401-413, 460-463 HOUGANG AVENUE 10,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.374292612,103.8958206,,,,
HG68,BLK 838A HOUGANG CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.369924426,103.8918381,,,,,
HG69,BLK 850A HOUGANG CENTRAL,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.369980693,103.8929672,,,,,
HG7,BLK 109-127 HOUGANG AVENUE 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.353652954,103.8878021,,,,,
HG70,BLK 567A HOUGANG STREET 51,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378973603,103.8885117,,,,,
HG71,BLK 574A HOUGANG STREET 51,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.377702713,103.8863754,,,,,
HG72,BLK 576A HOUGANG AVENUE 4,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37862432,103.88591,,,,,
HG73,BLK 909A HOUGANG STREET 91,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378304482,103.8835526,,,,,
HG74,BLK 166A HOUGANG AVENUE 1,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.350820184,103.8880692,,,,,
HG75,BLK 172A HOUGANG AVENUE 1,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.35059154,103.8889999,,,,,
HG76,BLK 159A HOUGANG STREET 11,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.351811409,103.8794708,,,,,
HG77,BLK 919A HOUGANG AVENUE 4,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.375454187,103.8842468,,,,,
HG78,BLK 925A HOUGANG STREET 91,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.376775622,103.8832626,,,,,
HG79,BLK 931A HOUGANG STREET 91,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NO,1.376048088,103.8804932,,,,,
HG80,BLK 941A HOUGANG STREET 92,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.374190092,103.8790665,,,,,
HG81,DEFU LANE 1,SURFACE CAR PARKS,COUPON PARKING,NO,1.360927343,103.8993149,,,,,
HG82,DEFU LANE 2,SURFACE CAR PARKS,COUPON PARKING,NO,1.360368848,103.902565,,,,,
HG83,DEFU LANE 3,SURFACE CAR PARKS,COUPON PARKING,NO,1.358405948,103.9020615,,,,,
HG84,DEFU LANE 5,SURFACE CAR PARKS,COUPON PARKING,NO,1.359614611,103.8983688,,,,,
HG85,DEFU LANE 6,SURFACE CAR PARKS,COUPON PARKING,NO,1.360259414,103.8994751,,,,,
HG86,BLK 946A HOUGANG STREET 92,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.374661446,103.8805313,,,,,
HG87,BLK 955A HOUGANG AVENUE 9,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.375920892,103.877861,,,,,
HG88,BLK 699D HOUGANG STREET 52,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.376042843,103.888588,,,,,
HG89,BLK 435A HOUGANG AVENUE 8,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.377842426,103.8940277,,,,,
HG9,BLK 201-204 HOUGANG STREET 21,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.358910561,103.8845215,,,,,
HG90,BLK 966A HOUGANG AVENUE 9,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.377881408,103.8778458,,,,,
HG91,BLK 971A HOUGANG STREET 91,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.378017545,103.8802185,,,,,
HG92,BLK 373A HOUGANG STREET 31,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.362267256,103.8900681,,,,,
HG93,BLK 980 BUANGKOK CRESCENT,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.37997818,103.8801193,,,,,
HG94,BLK 984 BUANGKOK LINK,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.381561041,103.8806458,,,,,
HG95,BLK 105 HOUGANG AVENUE 1,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.353977919,103.8900986,,,,,
HG96,BLK 108 HOUGANG AVENUE 1,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.352681279,103.8897705,,,,,
HG97,BLK 804 HOUGANG AVENUE 10,SURFACE CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.371222138,103.8947601,,,,,
HG98,BLK 988 BUANGKOK GREEN,MULTI-STOREY CAR PARKS,ELECTRONIC PARKING SYSTEM,NIGHT PARKING,1.379974008,103.8777008,,,,,
